judge_number,judge_date,transfer_agency,transfer_date,happened_date,who_report,misinformation_place,misinformation_issue,misinformation_content,penalty_or_not,administrative_fine,reason
臺灣橋頭地方法院橋頭簡易庭裁定109年度橋秩字第30號,2020/4/30,高雄市政府警察局苓雅分局,2020/3/26,2020/2/7,,臉書,武漢肺炎疫情謠言,今天菈媽傳了這張給我看，這不是叫媽媽們崩潰嘛？全部為了製造口罩。尿布都沒得製造，這下好了又要大囤尿布了,罰,2000元,
臺灣橋頭地方法院橋頭簡易庭裁定109年度橋秩字第14號,2020/4/30,高雄市政府警察局苓雅分局,2020/2/19,2020/1/30,,臉書,武漢肺炎疫情謠言,剛我朋友從台北搭高鐵回高雄，在捷運上遇到這個阿伯，這個阿伯在電話中自稱從武漢回來，音量大到車廂的人都聽到了，紛紛用白眼看他。他大約00：03在三多站下車…,罰,4000元,
臺灣新北地方法院板橋簡易庭裁定109年度板秩字第38號,2020/4/30,新北市政府警察局土城分局,2020/1/15,2019/12/24,,臉書,施政謠言,『民進黨已經通過毒品條例了，校園可以擁有50克毒品，才被視同販毒…』,罰,5000元,
臺灣新北地方法院板橋簡易庭裁定109年度板秩字第31號,2020/4/30,新北市政府警察局樹林分局,2020/1/7,2019/12/6,,臉書,施政謠言,民進黨正逐步實現毒品無罪化，……想讓你小孩吸毒毀掉一生，就投民進黨吧!,不罰,,難認定是故意散播不實事實
臺灣新北地方法院板橋簡易庭裁定109年度板秩字第11號,2020/4/30,台北市政府警察局中正第二分局,2019/10/9,2019/9/13,,臉書,施政謠言,臺灣黑鮪魚及大目鮪不實交易價格，及臺灣與日本於中西部太平洋金槍魚類委員會北小委員會會議中，達成有關臺灣黑鮪魚捕撈配額與日本大目鮪捕撈配額交換之互惠協議後，將致使臺灣損失約新臺幣4億500萬元,罰,2000元,
臺灣臺北地方法院裁定109年度店秩字第19號,2020/4/30,臺中市政府警察局清水分局,2020/1/21,2019/11/8,,LINE,政治人物謠言,小英紐約的律師執照被取消，連美國都知道小英的博士是假的，以下是被紐約州最高法院判決的資訊,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣嘉義地方法院裁定109年度嘉秩字第9號,2020/4/30,嘉義市政府警察局第一分局,2020/2/24,2020/2/3,,臉書,武漢肺炎疫情謠言,現在口罩管制了，大家趕快去買衛生棉…不然…下禮拜會買不到ㄡ,罰,2000元,
臺灣臺南地方法院裁定109年度南秩字第5號,2020/4/30,桃園市政府警察局大園分局,2020/1/2,2019/12/15,,臉書,選務謠言,有消息傳來，今年投票，中選會使用油性印泥，不容易乾，蓋完選票折疊時會染到旁邊，開票時祇要是韓國瑜就是廢票，蔡X文就是有效票，如此做弊太無恥，大家告訴大家，廣傳出去，投票時要注意！稍為吹乾再折疊！投票當天帶一張面紙，蓋好後壓乾油墨,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺北地方法院裁定109年度北秩字第161號,2020/4/30,臺北市政府警察局中山分局,2020/2/25,2019/12/30,,口述,兩岸相關,中共不放棄武力犯台下，支持統一是叛國行為,不罰,,警方未證明是謠言
臺灣臺中地方法院裁定109年度中秩字第37號,2020/4/30,臺中市政府警察局東勢分局,2020/1/10,2019/12/22,,臉書,兩岸相關,閃亮星星的國共一家親，看到這隊挺韓大隊，2020你能不出來投票嗎？你還敢投給草包嗎？」等語，並張貼多人手持五星旗遊行之圖片，圖片上加註「0111你還敢不出來投票嗎？1221挺韓遊行，國共一家親,罰,3000元,
臺灣桃園地方法院裁定109年度壢秩字第103號,2020/5/1,桃園市政府警察局中壢分局,2020/4/15,2020/3/25,,臉書,武漢肺炎疫情謠言,根本沒罰100萬，100萬只是作秀說說而已，只要說些人民愛聽的話，人民是很好安撫的,罰,5000元,
臺灣雲林地方法院刑事裁定109年度虎秩字第4號,2020/5/5,雲林縣警察局虎尾分局,2020/4/17,2020/4/12,,臉書,武漢肺炎疫情謠言,我昨天回老家聽我親戚外傭說虎尾的外傭都去醫院外圍撿民眾丟在路邊的口罩，然後回去清醒乾淨燙整齊後上網賣，叫我們不可以上網賣。所以奉勸大家別網路買來路不明的口罩啊,罰,2000元,
臺灣臺中地方法院裁定109年度豐秩字第23號,2020/5/6,臺中市政府警察局豐原分局,2020/4/29,2020/3/31,,臉書,武漢肺炎疫情謠言,新北市那裡已經被封城了,罰,5000元,
臺灣士林地方法院裁定109年度士秩字第61號,2020/5/6,新北市政府警察局淡水分局,2020/4/13,2020/3/19,,PTT,武漢肺炎疫情謠言,禮拜二晚上家裡群組的某長輩傳以下訊息：開始一堆人囤貨大搶購所以是？是在哈囉？大賣場的廣告嗎？,不罰,,正常智識者可判斷真偽
臺灣桃園地方法院裁定109年度桃秩字第106號,2020/5/7,桃園市政府警察局龜山分局,2020/3/23,2020/3/15,,臉書,社會案件,吃屎哥幹嘴巴再臭一點沒關係，抓到那邊操俗啦幹,罰,共罰39000元,
臺灣桃園地方法院裁定109年度壢秩字第104號,2020/5/7,桃園市政府警察局中壢分局,2020/4/15,2020/3/16,,臉書,武漢肺炎疫情謠言,請大家儲備1個月份左右的存糧和生活必需品，並立刻到銀行提領所有存款,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣桃園地方法院裁定109年度壢秩字第115號,2020/5/8,桃園市政府警察局中壢分局,2020/4/27,2020/2/23,員警,臉書,武漢肺炎疫情謠言,血友病童爸爸上海人媽媽湖北人依親住台灣是因為健保一個月補助160萬！,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣雲林地方法院刑事裁定109年度虎秩字第5號,2020/5/11,雲林縣警察局西螺分局,2020/4/23,2020/3/18,,LINE,其他,第四棟314 、315 ；離很遠，開放式空間，只是覺得她很自私,罰,2000元,
臺灣宜蘭地方法院刑事裁定109年度秩字第22號,2020/5/11,宜蘭縣政府警察局羅東分局,2020/5/7,2020/2/7,,LINE,武漢肺炎疫情謠言,現在為什麼要團購衛生紙的目的是因為原物料都拿去生產口罩了,罰,2000元,
臺灣臺北地方法院裁定109年度店秩字第59號,2020/5/11,新北市政府警察局新店分局,2020/4/27,2020/3/3,,巴哈姆特,武漢肺炎疫情謠言,防疫關鍵時刻，你去買有極大可能帶有活病毒的對岸商品是想做甚麼？,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺北地方法院裁定109年度北秩字第376號,2020/5/11,臺北市政府警察局萬華分局,2020/5/4,2020/5/4,,臉書,武漢肺炎疫情謠言,今天才知道政府2月就出口8百萬副口罩給日本，卻不准家長寄布口罩給在海外求學、工作的小孩…,罰,8000元,
臺灣桃園地方法院裁定109年度桃秩字第132號,2020/5/12,桃園市政府警察局八德分局,2020/4/27,2020/4/23,,臉書,武漢肺炎疫情謠言,禮拜利用手機APP，預購成人口罩，稍早手機簡訊通知今日可到7-11取貨，就在剛才徒步走到7-11超商順利取貨完後，一手拿著牛皮信封【裝有9片口罩】，一手拿著咖啡，走在大馬路上，突然之間，一台改裝機車急速騎過，瞬間抽走我手上的牛皮信封，我嚇了一大跳，趕緊看著對方的機車車牌，對方居然用膠帶貼上遮蔽住車牌號碼，擺明是隨機行搶，特徵為：（一男，後座為一女行搶）山葉QC紅色車身，請各位朋友領取口罩後要收好，口罩千萬不要露白，否則就會像我一樣，還要再等14天後，才能再次預購口罩。,罰,6000元,
臺灣桃園地方法院裁定109年度桃秩字第57號,2020/5/15,桃園市政府警察局大溪分局,2020/2/21,2020/2/3,,LINE,武漢肺炎疫情謠言,教育部備用兒童口罩領取指定服務據點,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣桃園地方法院裁定109年度桃秩字第26號,2020/5/15,桃園市政府警察局龜山分局,2020/1/31,2019/12/17,,臉書,施政謠言,"本月20日開始紅燈右轉罰$5,400，三次馬上吊銷駕照…交通警察準備向全國違規人，徵收年終獎金！…",不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣桃園地方法院裁定109年度桃秩字第10號,2020/5/15,桃園市政府警察局桃園分局,2020/1/15,2019/11/18,,臉書,施政謠言,"本月20日開始紅燈右轉罰$5,400，三次馬上吊銷駕照…交通警察準備向全國違規人，徵收年終獎金！…",不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣臺中地方法院裁定109年度中秩字第94號,2020/5/15,臺中市政府警察局霧峰分局,2020/5/12,2020/4/2,,LINE,武漢肺炎疫情謠言,中華民國衛福部長：陳時中提醒大家：再次強調：別出門，端午節（6月25日）過後，再看疫情控制情況！警告：一旦染上，就算治癒了，後遺症也會拖累後半生！這場瘟疫比17年前的非典更嚴重，用的藥副作用更大。如果出了特效藥，也只能保命，僅此而已！出門前想想你家人，別連累家人，能不出門就不出門，大家一起轉發吧！這是一場戰役，不是兒戲，收起你盲目的自信和僥倖心理，也收起你事不關己高高掛起的態度，在這場戰役中沒有局外人！在家！在家！在家！不要點讚！求轉發！--陳時中,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣士林地方法院普通庭裁定109年度秩抗字第2號,2020/5/15,抗告，108年度湖秩字第86號,,,,臉書,,,駁回,,
臺灣基隆地方法院基隆簡易庭裁定109年度基秩字第42號,2020/5/18,基隆市警察局第四分局,2020/5/13,2020/3/17,,LINE,武漢肺炎疫情謠言,行政院宣布全臺9縣市明天起實施COVID－19新型冠狀病毒假期兩個星期，從2020年3月18日開始，所有上班族、學生（強制性）休假，以免傳播，檢查連結以查看您的縣市是否已列出：http：//bit.ly/MandatoryPaidleave,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣桃園地方法院裁定109年度壢秩字第121號,2020/5/18,桃園市政府警察局龍潭分局,2020/4/24,2020/3/24,,臉書,武漢肺炎疫情謠言,,罰,5000元,
臺灣臺北地方法院裁定109年度北秩字第320號,2020/5/19,臺北市政府警察局大安分局,2020/4/15,2020/3/28,,臉書，YouTube,政治人物謠言,蔡英文作票，必須下臺,不罰,,是評論非造謠、屬憲法保障言論自由範疇，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣屏東地方法院裁定109年度屏秩字第19號,2020/5/20,屏東縣政府警察局屏東分局,2020/4/20,2020/3/18,,Dcard,武漢肺炎疫情謠言,灣明天起實施COVID-19新型冠狀病毒假期兩個星期，從2020年3月17日開始，所有上班族、學生（強制性）休假，以免傳播，檢查連結以查看您的縣市是否已列出：http://bit.ly/MandatoryPaidLeave,罰,3000元,
臺灣士林地方法院裁定109年度士秩字第59號,2020/5/21,臺北市政府警察局士林分局,2020/4/13,2020/3/17,,LINE,武漢肺炎疫情謠言,收到重要情報請大家儲備1個月份左右的糧食和生活必需品，並且立刻到銀行提領所有的存款」、「米、麵、一些乾貨罐頭（香菇、枸杞…等可以放的乾貨）根莖類、莖菜類（平日可以吃）」、「上次通知今年初會有金融崩盤真的有發生」、「目前有一些背後的事件在進展」、「情勢會怎麼演變未確定建議要有適當的準備」、「到銀行提領所有的存款一個月的生活費以上,罰,9000元,
臺灣新北地方法院三重簡易庭裁定109年度重秩字第93號,2020/5/25,新北市政府警察局新莊分局,2020/4/8,2020/2/17,,臉書,政治人物謠言,原來蔡英文是這樣做幣選上總統的！原來是如此公然作弊啊！,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣新北地方法院三重簡易庭裁定109年度重秩字第84號,2020/5/25,新北市政府警察局林口分局,2020/3/25,2020/3/25,,口述,武漢肺炎疫情謠言,向任職店員即關係人陸妍蕙咳嗽，並於結帳離開時稱：我剛從武漢回來,不罰,,非有散發傳佈於公眾之主觀意圖
臺灣嘉義地方法院裁定109年度嘉秩字第23號,2020/5/25,嘉義縣警察局民雄分局,2020/5/20,2020/2/4,,LINE,武漢肺炎疫情謠言,阿文民雄…隊…(128)」之群組內轉發散佈「越南政府派年輕人在路口發免費口罩，反觀台灣民進黨政府對於武漢肺炎沒有作為，口罩還要排隊買,移送駁回,,超過2個月
臺灣嘉義地方法院刑事裁定109年度秩抗字第1號,2020/5/27,抗告，109年度嘉秩字第9號,,,,臉書,武漢肺炎疫情謠言,口罩七天兩片怎麼用？不用怕，我教你，一片戴，一片洗,裁定撤銷，不罰,,難認定是故意散播不實事實
臺灣新北地方法院三重簡易庭裁定109年度重秩字第114號,2020/5/29,新北市政府警察局蘆洲分局,2020/4/24,2020/3/21,,臉書,武漢肺炎疫情謠言,口罩排隊奇觀，請大家來排隊拍照存證，一起來貼網』之不實謠言文章，並於該篇文章留言處，回覆網友『為了排隊買口罩，被車輾斃！唉！』、『如果不是為了買口罩，他不會出門，就不會遇到死結,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣士林地方法院裁定109年度士秩字第57號,2020/5/29,臺北市政府警察局北投分局,2020/4/13,2020/3/1,,LINE,武漢肺炎疫情謠言,臺灣明天起實施COVID-19新型冠狀病毒假期兩個星期，從2020年3月17日開始，所有上班族學生（強制性）休假，以免傳播，檢查連結以查看您的縣市是否已列出：http://bit.ly/MandatoryPaidLeave,不罰,,不足以使聽聞者產生畏懼或恐慌之負面心理
臺灣士林地方法院裁定109年度士秩字第53號,2020/5/29,臺北市政府警察局士林分局,2020/3/26,2020/2/26,法務部調查局,臉書,武漢肺炎疫情謠言,如果超過四十個案例，總統就要下台，所以1直壓著真實數，其實疫情已經散播開了，高雄、臺南等地每天都得運好幾卡車的屍體去臺中統1焚化,不罰,,難認定是故意散播不實事實，不足以使聽聞者產生畏懼或恐慌之負面心理
